	q0	q1	q2	densidad	velocidad	presion	t	x
2625	1.00007185	1.00007185	3.00003592	1.00007185	1.0	0.9999999979999998	0.6	2.5
2626	1.00008125	1.00008125	3.00004063	1.00008125	1.0	1.0000000019999997	0.6	2.52
2627	1.00009182	1.00009182	3.00004591	1.00009182	1.0	0.9999999999999998	0.6	2.54
2628	1.00010368	1.00010368	3.00005184	1.00010368	1.0	0.9999999999999998	0.6	2.56
2629	1.00011697	1.00011697	3.00005849	1.00011697	1.0	1.0000000019999995	0.6	2.58
2630	1.00013187	1.00013187	3.00006593	1.00013187	1.0	0.9999999979999998	0.6	2.6
2631	1.00014854	1.00014854	3.00007427	1.00014854	1.0	0.9999999999999998	0.6	2.62
2632	1.00016719	1.00016719	3.00008359	1.00016719	1.0	0.9999999979999998	0.6	2.64
2633	1.00018802	1.00018802	3.00009401	1.00018802	1.0	0.9999999999999998	0.6	2.66
2634	1.00021129	1.00021129	3.00010564	1.00021129	1.0	0.9999999979999998	0.6	2.68
2635	1.00023725	1.00023725	3.00011862	1.00023725	1.0	0.9999999979999996	0.6	2.7
2636	1.00026618	1.00026618	3.00013309	1.00026618	1.0	0.9999999999999998	0.6	2.72
2637	1.0002984	1.0002984	3.0001492	1.0002984	1.0	0.9999999999999998	0.6	2.74
2638	1.00033426	1.00033426	3.00016713	1.00033426	1.0	0.9999999999999998	0.6	2.7600000000000002
2639	1.00037412	1.00037412	3.00018706	1.00037412	1.0	0.9999999999999998	0.6	2.7800000000000002
2640	1.00041841	1.00041841	3.0002092	1.00041841	1.0	0.9999999979999998	0.6	2.8000000000000003
2641	1.00046756	1.00046756	3.00023378	1.00046756	1.0	0.9999999999999998	0.6	2.82
2642	1.00052208	1.00052208	3.00026104	1.00052208	1.0	0.9999999999999998	0.6	2.84
2643	1.00058248	1.00058248	3.00029124	1.00058248	1.0	0.9999999999999998	0.6	2.86
2644	1.00064935	1.00064935	3.00032468	1.00064935	1.0	1.0000000019999997	0.6	2.88
2645	1.00072333	1.00072333	3.00036166	1.00072333	1.0	0.9999999979999996	0.6	2.9
2646	1.00080508	1.00080508	3.00040254	1.00080508	1.0	0.9999999999999998	0.6	2.92
2647	1.00089537	1.00089537	3.00044768	1.00089537	1.0	0.9999999979999998	0.6	2.94
2648	1.00099498	1.00099498	3.00049749	1.00099498	1.0	0.9999999999999998	0.6	2.96
2649	1.0011048	1.0011048	3.0005524	1.0011048	1.0	0.9999999999999998	0.6	2.98
2650	1.00122575	1.00122575	3.00061288	1.00122575	1.0	1.0000000019999997	0.6	3.0
2651	1.00135886	1.00135886	3.00067943	1.00135886	1.0	0.9999999999999998	0.6	3.02
2652	1.00150523	1.00150523	3.00075262	1.00150523	1.0	1.0000000019999997	0.6	3.04
2653	1.00166603	1.00166603	3.00083302	1.00166603	1.0	1.0000000019999997	0.6	3.06
2654	1.00184254	1.00184254	3.00092127	1.00184254	1.0	0.9999999999999998	0.6	3.08
2655	1.00203612	1.00203612	3.00101806	1.00203612	1.0	0.9999999999999998	0.6	3.1
2656	1.00224825	1.00224825	3.00112412	1.00224825	1.0	0.9999999979999998	0.6	3.12
2657	1.00248049	1.00248049	3.00124024	1.00248049	1.0	0.9999999979999998	0.6	3.14
2658	1.00273454	1.00273454	3.00136727	1.00273454	1.0	0.9999999999999998	0.6	3.16
2659	1.0030122	1.0030122	3.0015061	1.0030122	1.0	0.9999999999999998	0.6	3.18
2660	1.00331541	1.00331541	3.0016577	1.00331541	1.0	0.9999999979999998	0.6	3.2
2661	1.00364622	1.00364622	3.00182311	1.00364622	1.0	0.9999999999999998	0.6	3.22
2662	1.00400685	1.00400685	3.00200342	1.00400685	1.0	0.9999999979999998	0.6	3.24
2663	1.00439963	1.00439963	3.00219981	1.00439963	1.0	0.9999999979999998	0.6	3.2600000000000002
2664	1.00482705	1.00482705	3.00241353	1.00482705	1.0	1.0000000019999997	0.6	3.2800000000000002
2665	1.00529177	1.00529177	3.00264589	1.00529177	1.0	1.000000002	0.6	3.3000000000000003
2666	1.00579661	1.00579661	3.0028983	1.00579661	1.0	0.9999999979999998	0.6	3.3200000000000003
2667	1.00634453	1.00634453	3.00317227	1.00634453	1.0	1.0000000019999997	0.6	3.34
2668	1.00693871	1.00693871	3.00346935	1.00693871	1.0	0.9999999979999998	0.6	3.36
2669	1.00758247	1.00758247	3.00379124	1.00758247	1.0	1.0000000019999997	0.6	3.38
2670	1.00827935	1.00827935	3.00413968	1.00827935	1.0	1.000000002	0.6	3.4
2671	1.00903306	1.00903306	3.00451653	1.00903306	1.0	0.9999999999999998	0.6	3.42
2672	1.00984752	1.00984752	3.00492376	1.00984752	1.0	0.9999999999999998	0.6	3.44
2673	1.01072684	1.01072684	3.00536342	1.01072684	1.0	0.9999999999999998	0.6	3.46
2674	1.01167535	1.01167535	3.00583768	1.01167535	1.0	1.0000000019999997	0.6	3.48
2675	1.01269759	1.01269759	3.0063488	1.01269759	1.0	1.0000000019999997	0.6	3.5
2676	1.01379831	1.01379831	3.00689915	1.01379831	1.0	0.9999999979999998	0.6	3.52
2677	1.01498248	1.01498248	3.00749124	1.01498248	1.0	0.9999999999999998	0.6	3.54
2678	1.01625528	1.01625528	3.00812764	1.01625528	1.0	0.9999999999999998	0.6	3.56
2679	1.01762214	1.01762214	3.00881107	1.01762214	1.0	0.9999999999999998	0.6	3.58
2680	1.01908867	1.01908867	3.00954434	1.01908867	1.0	1.000000002	0.6	3.6
2681	1.02066075	1.02066075	3.01033037	1.02066075	1.0	0.9999999979999998	0.6	3.62
2682	1.02234444	1.02234444	3.01117222	1.02234444	1.0	0.9999999999999998	0.6	3.64
2683	1.02414606	1.02414606	3.01207303	1.02414606	1.0	0.9999999999999998	0.6	3.66
2684	1.0260721	1.0260721	3.01303605	1.0260721	1.0	0.9999999999999998	0.6	3.68
2685	1.02812929	1.02812929	3.01406465	1.02812929	1.0	1.0000000019999997	0.6	3.7
2686	1.03032458	1.03032458	3.01516229	1.03032458	1.0	0.9999999999999998	0.6	3.72
2687	1.0326651	1.0326651	3.01633255	1.0326651	1.0	0.9999999999999998	0.6	3.74
2688	1.03515816	1.03515816	3.01757908	1.03515816	1.0	0.9999999999999998	0.6	3.7600000000000002
2689	1.03781129	1.03781129	3.01890564	1.03781129	1.0	0.9999999979999996	0.6	3.7800000000000002
2690	1.04063216	1.04063216	3.02031608	1.04063216	1.0	0.9999999999999998	0.6	3.8000000000000003
2691	1.04362862	1.04362862	3.02181431	1.04362862	1.0	0.9999999999999998	0.6	3.8200000000000003
2692	1.04680864	1.04680864	3.02340432	1.04680864	1.0	0.9999999999999998	0.6	3.84
2693	1.05018036	1.05018036	3.02509018	1.05018036	1.0	0.9999999999999998	0.6	3.86
2694	1.05375198	1.05375198	3.02687599	1.05375198	1.0	0.9999999999999998	0.6	3.88
2695	1.05753185	1.05753185	3.02876592	1.05753185	1.0	0.9999999979999998	0.6	3.9
2696	1.06152834	1.06152834	3.03076417	1.06152834	1.0	0.9999999999999998	0.6	3.92
2697	1.06574991	1.06574991	3.03287496	1.06574991	1.0	1.0000000019999997	0.6	3.94
2698	1.07020503	1.07020503	3.03510251	1.07020503	1.0	0.999999998	0.6	3.96
2699	1.07490215	1.07490215	3.03745107	1.07490215	1.0	0.9999999979999998	0.6	3.98
2700	1.07984972	1.07984972	3.03992486	1.07984972	1.0	0.9999999999999998	0.6	4.0
2701	1.08505611	1.08505611	3.04252806	1.08505611	1.0	1.0000000019999997	0.6	4.0200000000000005
2702	1.09052962	1.09052962	3.04526481	1.09052962	1.0	0.9999999999999998	0.6	4.04
2703	1.09627841	1.09627841	3.0481392	1.09627841	1.0	0.9999999979999998	0.6	4.0600000000000005
2704	1.10231048	1.10231048	3.05115524	1.10231048	1.0	0.9999999999999998	0.6	4.08
2705	1.10863365	1.10863365	3.05431682	1.10863365	1.0	0.9999999979999998	0.6	4.1
2706	1.11525549	1.11525549	3.05762774	1.11525549	1.0	0.9999999979999998	0.6	4.12
2707	1.12218331	1.12218331	3.06109165	1.12218331	1.0	0.9999999979999996	0.6	4.14
2708	1.12942409	1.12942409	3.06471205	1.12942409	1.0	1.0000000019999995	0.6	4.16
2709	1.13698448	1.13698448	3.06849224	1.13698448	1.0	0.9999999999999998	0.6	4.18
2710	1.14487072	1.14487072	3.07243536	1.14487072	1.0	0.9999999999999998	0.6	4.2
2711	1.15308859	1.15308859	3.07654429	1.15308859	1.0	0.9999999979999998	0.6	4.22
2712	1.16164341	1.16164341	3.08082171	1.16164341	1.0	1.0000000019999997	0.6	4.24
2713	1.17053997	1.17053997	3.08526998	1.17053997	1.0	0.9999999979999998	0.6	4.26
2714	1.17978245	1.17978245	3.08989123	1.17978245	1.0	1.0000000019999997	0.6	4.28
2715	1.18937445	1.18937445	3.09468723	1.18937445	1.0	1.0000000019999997	0.6	4.3
2716	1.19931888	1.19931888	3.09965944	1.19931888	1.0	0.9999999999999998	0.6	4.32
2717	1.20961793	1.20961793	3.10480896	1.20961793	1.0	0.9999999979999998	0.6	4.34
2718	1.22027304	1.22027304	3.11013652	1.22027304	1.0	0.9999999999999998	0.6	4.36
2719	1.23128487	1.23128487	3.11564243	1.23128487	1.0	0.9999999979999996	0.6	4.38
2720	1.24265319	1.24265319	3.1213266	1.24265319	1.0	1.000000002	0.6	4.4
2721	1.25437694	1.25437694	3.12718847	1.25437694	1.0	0.9999999999999998	0.6	4.42
2722	1.26645408	1.26645408	3.13322704	1.26645408	1.0	0.9999999999999998	0.6	4.44
2723	1.27888165	1.27888165	3.13944082	1.27888165	1.0	0.9999999979999998	0.6	4.46
2724	1.29165565	1.29165565	3.14582783	1.29165565	1.0	1.0000000019999997	0.6	4.48
2725	1.30477109	1.30477109	3.15238554	1.30477109	1.0	0.9999999979999998	0.6	4.5
2726	1.31822187	1.31822187	3.15911094	1.31822187	1.0	1.000000002	0.6	4.5200000000000005
2727	1.33200084	1.33200084	3.16600042	1.33200084	1.0	0.9999999999999998	0.6	4.54
2728	1.3460997	1.3460997	3.17304985	1.3460997	1.0	0.9999999999999998	0.6	4.5600000000000005
2729	1.36050902	1.36050902	3.18025451	1.36050902	1.0	0.9999999999999998	0.6	4.58
2730	1.37521823	1.37521823	3.18760911	1.37521823	1.0	0.9999999979999998	0.6	4.6000000000000005
2731	1.39021556	1.39021556	3.19510778	1.39021556	1.0	0.9999999999999998	0.6	4.62
2732	1.4054881	1.4054881	3.20274405	1.4054881	1.0	0.9999999999999998	0.6	4.64
2733	1.42102171	1.42102171	3.21051085	1.42102171	1.0	0.9999999979999998	0.6	4.66
2734	1.43680109	1.43680109	3.21840055	1.43680109	1.0	1.000000002	0.6	4.68
2735	1.45280978	1.45280978	3.22640489	1.45280978	1.0	0.9999999999999998	0.6	4.7
2736	1.46903012	1.46903012	3.23451506	1.46903012	1.0	0.9999999999999998	0.6	4.72
2737	1.48544335	1.48544335	3.24272168	1.48544335	1.0	1.0000000019999997	0.6	4.74
2738	1.50202965	1.50202965	3.25101483	1.50202965	1.0	1.0000000019999997	0.6	4.76
2739	1.5187683	1.5187683	3.25938415	1.5187683	1.0	0.9999999999999998	0.6	4.78
2740	1.53563796	1.53563796	3.26781898	1.53563796	1.0	0.9999999999999998	0.6	4.8
2741	1.55261729	1.55261729	3.27630865	1.55261729	1.0	1.0000000019999997	0.6	4.82
2742	1.56968597	1.56968597	3.28484298	1.56968597	1.0	0.9999999979999998	0.6	4.84
2743	1.58682639	1.58682639	3.2934132	1.58682639	1.0	1.0000000019999997	0.6	4.86
2744	1.60402582	1.60402582	3.30201291	1.60402582	1.0	0.9999999999999998	0.6	4.88
2745	1.62125032	1.62125032	3.31062516	1.62125032	1.0	0.9999999999999998	0.6	4.9
2746	1.63841943	1.63841943	3.31920972	1.63841943	1.0	1.0000000019999997	0.6	4.92
2747	1.65551596	1.65551596	3.32775798	1.65551596	1.0	0.9999999999999998	0.6	4.94
2748	1.67252089	1.67252089	3.33626045	1.67252089	1.0	1.000000002	0.6	4.96
2749	1.68940989	1.68940989	3.34470495	1.68940989	1.0	1.0000000019999997	0.6	4.98
2750	1.70615546	1.70615546	3.35307773	1.70615546	1.0	0.9999999999999998	0.6	5.0
2751	1.72272835	1.72272835	3.36136417	1.72272835	1.0	0.9999999979999998	0.6	5.0200000000000005
2752	1.73909807	1.73909807	3.36954903	1.73909807	1.0	0.9999999979999998	0.6	5.04
2753	1.75523346	1.75523346	3.37761673	1.75523346	1.0	0.9999999999999998	0.6	5.0600000000000005
2754	1.77110362	1.77110362	3.38555181	1.77110362	1.0	0.9999999999999998	0.6	5.08
2755	1.78667806	1.78667806	3.39333903	1.78667806	1.0	0.9999999999999998	0.6	5.1000000000000005
2756	1.80192543	1.80192543	3.40096271	1.80192543	1.0	0.9999999979999998	0.6	5.12
2757	1.81681315	1.81681315	3.40840658	1.81681315	1.0	1.0000000019999997	0.6	5.14
2758	1.83131011	1.83131011	3.41565506	1.83131011	1.0	1.000000002	0.6	5.16
2759	1.84538902	1.84538902	3.42269451	1.84538902	1.0	0.9999999999999998	0.6	5.18
2760	1.85902303	1.85902303	3.42951151	1.85902303	1.0	0.999999998	0.6	5.2
2761	1.87217937	1.87217937	3.43608968	1.87217937	1.0	0.9999999979999996	0.6	5.22
2762	1.884821	1.884821	3.4424105	1.884821	1.0	0.9999999999999998	0.6	5.24
2763	1.89691891	1.89691891	3.44845946	1.89691891	1.0	1.0000000019999997	0.6	5.26
2764	1.90846014	1.90846014	3.45423007	1.90846014	1.0	0.9999999999999998	0.6	5.28
2765	1.91943573	1.91943573	3.45971786	1.91943573	1.0	0.9999999979999998	0.6	5.3
2766	1.92981642	1.92981642	3.46490821	1.92981642	1.0	0.9999999999999998	0.6	5.32
2767	1.93954578	1.93954578	3.46977289	1.93954578	1.0	0.9999999999999998	0.6	5.34
2768	1.94856777	1.94856777	3.47428389	1.94856777	1.0	1.000000002	0.6	5.36
2769	1.95686814	1.95686814	3.47843407	1.95686814	1.0	0.9999999999999998	0.6	5.38
2770	1.9644876	1.9644876	3.4822438	1.9644876	1.0	0.9999999999999998	0.6	5.4
2771	1.97148456	1.97148456	3.48574228	1.97148456	1.0	0.9999999999999998	0.6	5.42
2772	1.97787052	1.97787052	3.48893526	1.97787052	1.0	0.9999999999999998	0.6	5.44
2773	1.98356799	1.98356799	3.49178399	1.98356799	1.0	0.9999999979999998	0.6	5.46
2774	1.98842621	1.98842621	3.4942131	1.98842621	1.0	0.9999999979999998	0.6	5.48
2775	1.99228739	1.99228739	3.49614369	1.99228739	1.0	0.9999999979999996	0.6	5.5
2776	1.99506563	1.99506563	3.49753281	1.99506563	1.0	0.9999999979999998	0.6	5.5200000000000005
2777	1.99680173	1.99680173	3.49840087	1.99680173	1.0	1.000000002	0.6	5.54
2778	1.99766675	1.99766675	3.49883337	1.99766675	1.0	0.9999999979999996	0.6	5.5600000000000005
2779	1.99793592	1.99793592	3.49896796	1.99793592	1.0	0.9999999999999998	0.6	5.58
2780	1.99791544	1.99791544	3.49895772	1.99791544	1.0	0.9999999999999998	0.6	5.6000000000000005
2781	1.99758806	1.99758806	3.49879403	1.99758806	1.0	0.9999999999999998	0.6	5.62
2782	1.99666916	1.99666916	3.49833458	1.99666916	1.0	0.9999999999999998	0.6	5.64
2783	1.99491529	1.99491529	3.49745765	1.99491529	1.0	1.0000000019999997	0.6	5.66
2784	1.99216983	1.99216983	3.49608491	1.99216983	1.0	0.9999999979999998	0.6	5.68
2785	1.98838322	1.98838322	3.49419161	1.98838322	1.0	0.9999999999999998	0.6	5.7
2786	1.9836081	1.9836081	3.49180405	1.9836081	1.0	0.9999999999999998	0.6	5.72
2787	1.97796317	1.97796317	3.48898159	1.97796317	1.0	1.0000000019999997	0.6	5.74
2788	1.97157589	1.97157589	3.48578794	1.97157589	1.0	0.9999999979999996	0.6	5.76
2789	1.96453262	1.96453262	3.48226631	1.96453262	1.0	0.9999999999999998	0.6	5.78
2790	1.95685793	1.95685793	3.47842896	1.95685793	1.0	0.9999999979999998	0.6	5.8
2791	1.94853075	1.94853075	3.47426537	1.94853075	1.0	0.9999999979999998	0.6	5.82
2792	1.9395218	1.9395218	3.4697609	1.9395218	1.0	0.9999999999999998	0.6	5.84
2793	1.9298254	1.9298254	3.4649127	1.9298254	1.0	0.9999999999999998	0.6	5.86
2794	1.91946728	1.91946728	3.45973364	1.91946728	1.0	0.9999999999999998	0.6	5.88
2795	1.90849009	1.90849009	3.45424504	1.90849009	1.0	0.9999999979999998	0.6	5.9
2796	1.89693363	1.89693363	3.44846681	1.89693363	1.0	0.999999998	0.6	5.92
2797	1.88482576	1.88482576	3.44241288	1.88482576	1.0	0.9999999999999998	0.6	5.94
2798	1.87218673	1.87218673	3.43609336	1.87218673	1.0	0.9999999979999998	0.6	5.96
2799	1.8590382	1.8590382	3.4295191	1.8590382	1.0	0.9999999999999998	0.6	5.98
2800	1.84540777	1.84540777	3.42270388	1.84540777	1.0	0.9999999979999996	0.6	6.0
2801	1.83132702	1.83132702	3.41566351	1.83132702	1.0	0.9999999999999998	0.6	6.0200000000000005
2802	1.8168277	1.8168277	3.40841385	1.8168277	1.0	0.9999999999999998	0.6	6.04
2803	1.80194017	1.80194017	3.40097008	1.80194017	1.0	0.9999999979999998	0.6	6.0600000000000005
2804	1.78669423	1.78669423	3.39334711	1.78669423	1.0	0.9999999979999998	0.6	6.08
2805	1.77112038	1.77112038	3.38556019	1.77112038	1.0	0.9999999999999998	0.6	6.1000000000000005
2806	1.75524992	1.75524992	3.37762496	1.75524992	1.0	0.9999999999999998	0.6	6.12
2807	1.73911429	1.73911429	3.36955715	1.73911429	1.0	1.0000000019999997	0.6	6.140000000000001
2808	1.7227447	1.7227447	3.36137235	1.7227447	1.0	0.9999999999999998	0.6	6.16
2809	1.70617195	1.70617195	3.35308598	1.70617195	1.0	1.0000000019999997	0.6	6.18
2810	1.68942644	1.68942644	3.34471322	1.68942644	1.0	0.9999999999999998	0.6	6.2
2811	1.67253768	1.67253768	3.33626884	1.67253768	1.0	0.9999999999999998	0.6	6.22
2812	1.65553356	1.65553356	3.32776678	1.65553356	1.0	0.9999999999999998	0.6	6.24
2813	1.63843904	1.63843904	3.31921952	1.63843904	1.0	0.9999999999999998	0.6	6.26
2814	1.6212742	1.6212742	3.3106371	1.6212742	1.0	0.9999999999999998	0.6	6.28
2815	1.60405481	1.60405481	3.3020274	1.60405481	1.0	0.9999999979999998	0.6	6.3
2816	1.58684665	1.58684665	3.29342332	1.58684665	1.0	0.9999999979999998	0.6	6.32
2817	1.56970184	1.56970184	3.28485092	1.56970184	1.0	0.9999999999999998	0.6	6.34
2818	1.55263086	1.55263086	3.27631543	1.55263086	1.0	0.9999999999999998	0.6	6.36
2819	1.53565018	1.53565018	3.26782509	1.53565018	1.0	0.9999999999999998	0.6	6.38
2820	1.51877959	1.51877959	3.2593898	1.51877959	1.0	1.0000000019999997	0.6	6.4
2821	1.50204021	1.50204021	3.25102011	1.50204021	1.0	1.0000000019999995	0.6	6.42
2822	1.48545325	1.48545325	3.24272662	1.48545325	1.0	0.9999999979999998	0.6	6.44
2823	1.46903938	1.46903938	3.23451969	1.46903938	1.0	0.9999999999999998	0.6	6.46
2824	1.45281841	1.45281841	3.22640921	1.45281841	1.0	1.0000000019999997	0.6	6.48
2825	1.43680911	1.43680911	3.21840455	1.43680911	1.0	0.9999999979999996	0.6	6.5
2826	1.4210291	1.4210291	3.21051455	1.4210291	1.0	0.9999999999999998	0.6	6.5200000000000005
2827	1.40549487	1.40549487	3.20274743	1.40549487	1.0	0.9999999979999998	0.6	6.54
2828	1.39022172	1.39022172	3.19511086	1.39022172	1.0	0.9999999999999998	0.6	6.5600000000000005
2829	1.37522377	1.37522377	3.18761188	1.37522377	1.0	0.9999999979999998	0.6	6.58
2830	1.36051395	1.36051395	3.18025698	1.36051395	1.0	1.0000000019999995	0.6	6.6000000000000005
2831	1.34610403	1.34610403	3.17305202	1.34610403	1.0	1.0000000019999997	0.6	6.62
2832	1.33200459	1.33200459	3.16600229	1.33200459	1.0	0.999999998	0.6	6.640000000000001
2833	1.31822505	1.31822505	3.15911252	1.31822505	1.0	0.9999999979999998	0.6	6.66
2834	1.3047737	1.3047737	3.15238685	1.3047737	1.0	0.9999999999999998	0.6	6.68
2835	1.29165773	1.29165773	3.14582886	1.29165773	1.0	0.9999999979999998	0.6	6.7
2836	1.27888319	1.27888319	3.1394416	1.27888319	1.0	1.0000000019999997	0.6	6.72
2837	1.26645512	1.26645512	3.13322756	1.26645512	1.0	0.9999999999999998	0.6	6.74
2838	1.2543775	1.2543775	3.12718875	1.2543775	1.0	0.9999999999999998	0.6	6.76
2839	1.24265329	1.24265329	3.12132664	1.24265329	1.0	0.9999999979999998	0.6	6.78
2840	1.23128452	1.23128452	3.11564226	1.23128452	1.0	0.9999999999999998	0.6	6.8
2841	1.22027227	1.22027227	3.11013614	1.22027227	1.0	1.0000000019999997	0.6	6.82
2842	1.20961676	1.20961676	3.10480838	1.20961676	1.0	0.9999999999999998	0.6	6.84
2843	1.19931734	1.19931734	3.09965867	1.19931734	1.0	0.9999999999999998	0.6	6.86
2844	1.18937256	1.18937256	3.09468628	1.18937256	1.0	0.9999999999999998	0.6	6.88
2845	1.17978024	1.17978024	3.08989012	1.17978024	1.0	0.9999999999999998	0.6	6.9
2846	1.17053745	1.17053745	3.08526872	1.17053745	1.0	0.9999999979999998	0.6	6.92
2847	1.16164062	1.16164062	3.08082031	1.16164062	1.0	0.9999999999999998	0.6	6.94
2848	1.15308554	1.15308554	3.07654277	1.15308554	1.0	0.9999999999999998	0.6	6.96
2849	1.14486743	1.14486743	3.07243372	1.14486743	1.0	1.0000000019999997	0.6	6.98
2850	1.13698099	1.13698099	3.0684905	1.13698099	1.0	1.0000000019999995	0.6	7.0
2851	1.12942042	1.12942042	3.06471021	1.12942042	1.0	0.9999999999999998	0.6	7.0200000000000005
2852	1.12217947	1.12217947	3.06108973	1.12217947	1.0	0.9999999979999998	0.6	7.04
2853	1.11525151	1.11525151	3.05762575	1.11525151	1.0	0.9999999979999998	0.6	7.0600000000000005
2854	1.10862955	1.10862955	3.05431477	1.10862955	1.0	0.9999999979999998	0.6	7.08
2855	1.10230628	1.10230628	3.05115314	1.10230628	1.0	0.9999999999999998	0.6	7.1000000000000005
2856	1.09627412	1.09627412	3.04813706	1.09627412	1.0	0.9999999999999998	0.6	7.12
2857	1.09052527	1.09052527	3.04526263	1.09052527	1.0	0.9999999979999996	0.6	7.140000000000001
2858	1.08505171	1.08505171	3.04252586	1.08505171	1.0	1.0000000019999997	0.6	7.16
2859	1.07984529	1.07984529	3.03992264	1.07984529	1.0	0.9999999979999998	0.6	7.18
2860	1.0748977	1.0748977	3.03744885	1.0748977	1.0	0.9999999999999998	0.6	7.2
2861	1.07020058	1.07020058	3.03510029	1.07020058	1.0	0.9999999999999998	0.6	7.22
2862	1.06574549	1.06574549	3.03287274	1.06574549	1.0	0.9999999979999998	0.6	7.24
2863	1.06152394	1.06152394	3.03076197	1.06152394	1.0	0.9999999999999998	0.6	7.26
2864	1.05752748	1.05752748	3.02876374	1.05752748	1.0	0.9999999999999998	0.6	7.28
2865	1.05374767	1.05374767	3.02687383	1.05374767	1.0	0.9999999979999998	0.6	7.3
2866	1.0501761	1.0501761	3.02508805	1.0501761	1.0	0.9999999999999998	0.6	7.32
2867	1.04680446	1.04680446	3.02340223	1.04680446	1.0	0.9999999999999998	0.6	7.34
2868	1.04362451	1.04362451	3.02181225	1.04362451	1.0	0.9999999979999998	0.6	7.36
2869	1.04062813	1.04062813	3.02031407	1.04062813	1.0	1.0000000019999997	0.6	7.38
2870	1.03780735	1.03780735	3.01890368	1.03780735	1.0	1.000000002	0.6	7.4
2871	1.03515432	1.03515432	3.01757716	1.03515432	1.0	0.9999999999999998	0.6	7.42
2872	1.03266136	1.03266136	3.01633068	1.03266136	1.0	0.9999999999999998	0.6	7.44
2873	1.03032095	1.03032095	3.01516047	1.03032095	1.0	0.9999999979999998	0.6	7.46
2874	1.02812577	1.02812577	3.01406288	1.02812577	1.0	0.9999999979999998	0.6	7.48
2875	1.02606868	1.02606868	3.01303434	1.02606868	1.0	0.9999999999999998	0.6	7.5
2876	1.02414276	1.02414276	3.01207138	1.02414276	1.0	0.9999999999999998	0.6	7.5200000000000005
2877	1.02234126	1.02234126	3.01117063	1.02234126	1.0	0.9999999999999998	0.6	7.54
2878	1.02065768	1.02065768	3.01032884	1.02065768	1.0	0.9999999999999998	0.6	7.5600000000000005
2879	1.01908572	1.01908572	3.00954286	1.01908572	1.0	0.9999999999999998	0.6	7.58
2880	1.0176193	1.0176193	3.00880965	1.0176193	1.0	0.9999999999999998	0.6	7.6000000000000005
2881	1.01625256	1.01625256	3.00812628	1.01625256	1.0	0.9999999999999998	0.6	7.62
2882	1.01497988	1.01497988	3.00748994	1.01497988	1.0	0.9999999999999998	0.6	7.640000000000001
2883	1.01379582	1.01379582	3.00689791	1.01379582	1.0	0.9999999999999998	0.6	7.66
2884	1.01269522	1.01269522	3.00634761	1.01269522	1.0	0.9999999999999998	0.6	7.68
2885	1.01167309	1.01167309	3.00583654	1.01167309	1.0	0.9999999979999996	0.6	7.7
2886	1.01072468	1.01072468	3.00536234	1.01072468	1.0	0.9999999999999998	0.6	7.72
2887	1.00984547	1.00984547	3.00492273	1.00984547	1.0	0.9999999979999998	0.6	7.74
2888	1.00903112	1.00903112	3.00451556	1.00903112	1.0	0.9999999999999998	0.6	7.76
2889	1.00827751	1.00827751	3.00413875	1.00827751	1.0	0.9999999979999998	0.6	7.78
2890	1.00758073	1.00758073	3.00379036	1.00758073	1.0	0.9999999979999998	0.6	7.8
2891	1.00693706	1.00693706	3.00346853	1.00693706	1.0	0.9999999999999998	0.6	7.82
2892	1.00634297	1.00634297	3.00317149	1.00634297	1.0	1.000000002	0.6	7.84
2893	1.00579514	1.00579514	3.00289757	1.00579514	1.0	0.9999999999999998	0.6	7.86
2894	1.00529039	1.00529039	3.00264519	1.00529039	1.0	0.9999999979999998	0.6	7.88
2895	1.00482575	1.00482575	3.00241287	1.00482575	1.0	0.9999999979999998	0.6	7.9
2896	1.0043984	1.0043984	3.0021992	1.0043984	1.0	0.9999999999999998	0.6	7.92
2897	1.0040057	1.0040057	3.00200285	1.0040057	1.0	0.9999999999999998	0.6	7.94
2898	1.00364515	1.00364515	3.00182257	1.00364515	1.0	0.9999999979999996	0.6	7.96
2899	1.0033144	1.0033144	3.0016572	1.0033144	1.0	0.9999999999999998	0.6	7.98
2900	1.00301126	1.00301126	3.00150563	1.00301126	1.0	0.9999999999999998	0.6	8.0
2901	1.00273366	1.00273366	3.00136683	1.00273366	1.0	0.9999999999999998	0.6	8.02
2902	1.00247967	1.00247967	3.00123983	1.00247967	1.0	0.9999999979999996	0.6	8.040000000000001
2903	1.00224748	1.00224748	3.00112374	1.00224748	1.0	0.9999999999999998	0.6	8.06
2904	1.00203541	1.00203541	3.0010177	1.00203541	1.0	0.9999999979999996	0.6	8.08
2905	1.00184188	1.00184188	3.00092094	1.00184188	1.0	0.9999999999999998	0.6	8.1
2906	1.00166542	1.00166542	3.00083271	1.00166542	1.0	0.9999999999999998	0.6	8.120000000000001
2907	1.00150466	1.00150466	3.00075233	1.00150466	1.0	0.9999999999999998	0.6	8.14
2908	1.00135833	1.00135833	3.00067917	1.00135833	1.0	1.000000002	0.6	8.16
2909	1.00122526	1.00122526	3.00061263	1.00122526	1.0	0.9999999999999998	0.6	8.18
2910	1.00110434	1.00110434	3.00055217	1.00110434	1.0	0.9999999999999998	0.6	8.2
2911	1.00099456	1.00099456	3.00049728	1.00099456	1.0	0.9999999999999998	0.6	8.22
2912	1.00089498	1.00089498	3.00044749	1.00089498	1.0	0.9999999999999998	0.6	8.24
