	q0	q1	q2	densidad	velocidad	presion	t	x
381	1.12944769	1.12944769	3.06472384	1.12944769	1.0	0.9999999979999998	1.2	7.62
382	1.12220825	1.12220825	3.06110412	1.12220825	1.0	0.9999999979999998	1.2	7.640000000000001
383	1.11528162	1.11528162	3.05764081	1.11528162	1.0	0.9999999999999998	1.2	7.66
384	1.10866082	1.10866082	3.05433041	1.10866082	1.0	0.9999999999999998	1.2	7.68
385	1.10233855	1.10233855	3.05116928	1.10233855	1.0	1.0000000019999997	1.2	7.7
386	1.09630723	1.09630723	3.04815362	1.09630723	1.0	1.0000000019999997	1.2	7.72
387	1.09055907	1.09055907	3.04527953	1.09055907	1.0	0.9999999979999998	1.2	7.74
388	1.08508605	1.08508605	3.04254303	1.08508605	1.0	1.0000000019999997	1.2	7.76
389	1.07988003	1.07988003	3.03994002	1.07988003	1.0	1.0000000019999997	1.2	7.78
390	1.07493272	1.07493272	3.03746636	1.07493272	1.0	0.9999999999999998	1.2	7.8
391	1.07023574	1.07023574	3.03511787	1.07023574	1.0	0.9999999999999998	1.2	7.82
392	1.06578067	1.06578067	3.03289033	1.06578067	1.0	0.9999999979999996	1.2	7.84
393	1.06155904	1.06155904	3.03077952	1.06155904	1.0	0.9999999999999998	1.2	7.86
394	1.05756239	1.05756239	3.0287812	1.05756239	1.0	1.0000000019999997	1.2	7.88
395	1.0537823	1.0537823	3.02689115	1.0537823	1.0	0.9999999999999998	1.2	7.9
396	1.05021036	1.05021036	3.02510518	1.05021036	1.0	0.9999999999999998	1.2	7.92
397	1.04683826	1.04683826	3.02341913	1.04683826	1.0	0.9999999999999998	1.2	7.94
398	1.04365778	1.04365778	3.02182889	1.04365778	1.0	0.9999999999999998	1.2	7.96
399	1.04066082	1.04066082	3.02033041	1.04066082	1.0	0.9999999999999998	1.2	7.98
400	1.03783939	1.03783939	3.01891969	1.03783939	1.0	0.9999999979999998	1.2	8.0
401	1.03518565	1.03518565	3.01759283	1.03518565	1.0	1.0000000019999997	1.2	8.02
402	1.03269194	1.03269194	3.01634597	1.03269194	1.0	0.9999999999999998	1.2	8.040000000000001
403	1.03035073	1.03035073	3.01517537	1.03035073	1.0	1.0000000019999997	1.2	8.06
404	1.02815473	1.02815473	3.01407736	1.02815473	1.0	0.9999999979999998	1.2	8.08
405	1.02609679	1.02609679	3.01304839	1.02609679	1.0	0.9999999979999996	1.2	8.1
406	1.02416998	1.02416998	3.01208499	1.02416998	1.0	0.9999999999999998	1.2	8.120000000000001
407	1.02236759	1.02236759	3.01118379	1.02236759	1.0	0.9999999979999998	1.2	8.14
408	1.0206831	1.0206831	3.01034155	1.0206831	1.0	0.9999999999999998	1.2	8.16
409	1.01911022	1.01911022	3.00955511	1.01911022	1.0	0.9999999999999998	1.2	8.18
410	1.01764288	1.01764288	3.00882144	1.01764288	1.0	0.9999999999999998	1.2	8.2
411	1.01627521	1.01627521	3.00813761	1.01627521	1.0	1.0000000019999997	1.2	8.22
412	1.0150016	1.0150016	3.0075008	1.0150016	1.0	0.9999999999999998	1.2	8.24
413	1.01381663	1.01381663	3.00690832	1.01381663	1.0	1.0000000019999997	1.2	8.26
414	1.01271512	1.01271512	3.00635756	1.01271512	1.0	0.9999999999999998	1.2	8.28
415	1.0116921	1.0116921	3.00584605	1.0116921	1.0	0.9999999999999998	1.2	8.3
416	1.01074281	1.01074281	3.00537141	1.01074281	1.0	1.0000000019999997	1.2	8.32
417	1.00986273	1.00986273	3.00493137	1.00986273	1.0	1.0000000019999997	1.2	8.34
418	1.00904754	1.00904754	3.00452377	1.00904754	1.0	0.9999999999999998	1.2	8.36
419	1.0082931	1.0082931	3.00414655	1.0082931	1.0	0.9999999999999998	1.2	8.38
420	1.00759552	1.00759552	3.00379776	1.00759552	1.0	0.9999999999999998	1.2	8.4
421	1.00695107	1.00695107	3.00347553	1.00695107	1.0	0.9999999979999996	1.2	8.42
422	1.00635623	1.00635623	3.00317811	1.00635623	1.0	0.9999999979999998	1.2	8.44
423	1.00580766	1.00580766	3.00290383	1.00580766	1.0	0.9999999999999998	1.2	8.46
424	1.0053022	1.0053022	3.0026511	1.0053022	1.0	0.9999999999999998	1.2	8.48
425	1.00483688	1.00483688	3.00241844	1.00483688	1.0	0.9999999999999998	1.2	8.5
426	1.00440888	1.00440888	3.00220444	1.00440888	1.0	0.9999999999999998	1.2	8.52
427	1.00401555	1.00401555	3.00200778	1.00401555	1.0	1.0000000019999997	1.2	8.540000000000001
428	1.0036544	1.0036544	3.0018272	1.0036544	1.0	0.9999999999999998	1.2	8.56
429	1.00332307	1.00332307	3.00166154	1.00332307	1.0	1.000000002	1.2	8.58
430	1.00301938	1.00301938	3.00150969	1.00301938	1.0	0.9999999999999998	1.2	8.6
431	1.00274126	1.00274126	3.00137063	1.00274126	1.0	0.9999999999999998	1.2	8.620000000000001
432	1.00248677	1.00248677	3.00124339	1.00248677	1.0	1.0000000019999997	1.2	8.64
433	1.00225411	1.00225411	3.00112706	1.00225411	1.0	1.0000000019999997	1.2	8.66
434	1.00204159	1.00204159	3.0010208	1.00204159	1.0	1.0000000019999997	1.2	8.68
435	1.00184763	1.00184763	3.00092382	1.00184763	1.0	1.0000000019999997	1.2	8.700000000000001
436	1.00167077	1.00167077	3.00083539	1.00167077	1.0	1.000000002	1.2	8.72
437	1.00150964	1.00150964	3.00075482	1.00150964	1.0	0.9999999999999998	1.2	8.74
438	1.00136295	1.00136295	3.00068148	1.00136295	1.0	1.0000000019999997	1.2	8.76
439	1.00122954	1.00122954	3.00061477	1.00122954	1.0	0.9999999999999998	1.2	8.78
440	1.00110831	1.00110831	3.00055415	1.00110831	1.0	0.9999999979999998	1.2	8.8
441	1.00099823	1.00099823	3.00049912	1.00099823	1.0	1.000000002	1.2	8.82
442	1.00089837	1.00089837	3.00044919	1.00089837	1.0	1.0000000019999997	1.2	8.84
443	1.00080786	1.00080786	3.00040393	1.00080786	1.0	0.9999999999999998	1.2	8.86
444	1.00072588	1.00072588	3.00036294	1.00072588	1.0	0.9999999999999998	1.2	8.88
445	1.00065171	1.00065171	3.00032585	1.00065171	1.0	0.9999999979999996	1.2	8.9
446	1.00058465	1.00058465	3.00029232	1.00058465	1.0	0.9999999979999996	1.2	8.92
447	1.00052407	1.00052407	3.00026203	1.00052407	1.0	0.9999999979999998	1.2	8.94
448	1.00046939	1.00046939	3.0002347	1.00046939	1.0	1.0000000019999997	1.2	8.96
449	1.00042009	1.00042009	3.00021004	1.00042009	1.0	0.9999999979999996	1.2	8.98
450	1.00037566	1.00037566	3.00018783	1.00037566	1.0	0.9999999999999998	1.2	9.0
451	1.00033567	1.00033567	3.00016783	1.00033567	1.0	0.9999999979999998	1.2	9.02
452	1.00029969	1.00029969	3.00014984	1.00029969	1.0	0.9999999979999998	1.2	9.040000000000001
453	1.00026736	1.00026736	3.00013368	1.00026736	1.0	0.9999999999999998	1.2	9.06
454	1.00023832	1.00023832	3.00011916	1.00023832	1.0	0.9999999999999998	1.2	9.08
455	1.00021227	1.00021227	3.00010613	1.00021227	1.0	0.9999999979999996	1.2	9.1
456	1.00018892	1.00018892	3.00009446	1.00018892	1.0	0.9999999999999998	1.2	9.120000000000001
457	1.000168	1.000168	3.000084	1.000168	1.0	0.9999999999999998	1.2	9.14
458	1.00014928	1.00014928	3.00007464	1.00014928	1.0	0.9999999999999998	1.2	9.16
459	1.00013254	1.00013254	3.00006627	1.00013254	1.0	0.9999999999999998	1.2	9.18
460	1.00011758	1.00011758	3.00005879	1.00011758	1.0	0.9999999999999998	1.2	9.200000000000001
461	1.00010423	1.00010423	3.00005211	1.00010423	1.0	0.9999999979999998	1.2	9.22
462	1.00009232	1.00009232	3.00004616	1.00009232	1.0	0.9999999999999998	1.2	9.24
463	1.0000817	1.0000817	3.00004085	1.0000817	1.0	0.9999999999999998	1.2	9.26
464	1.00007225	1.00007225	3.00003613	1.00007225	1.0	1.0000000019999995	1.2	9.28
465	1.00006385	1.00006385	3.00003192	1.00006385	1.0	0.9999999979999998	1.2	9.3
466	1.00005637	1.00005637	3.00002819	1.00005637	1.0	1.0000000019999997	1.2	9.32
467	1.00004973	1.00004973	3.00002487	1.00004973	1.0	1.0000000019999997	1.2	9.34
468	1.00004384	1.00004384	3.00002192	1.00004384	1.0	0.9999999999999998	1.2	9.36
469	1.00003861	1.00003861	3.00001931	1.00003861	1.0	1.0000000019999997	1.2	9.38
470	1.00003398	1.00003398	3.00001699	1.00003398	1.0	0.9999999999999998	1.2	9.4
471	1.00002989	1.00002989	3.00001494	1.00002989	1.0	0.9999999979999996	1.2	9.42
472	1.00002626	1.00002626	3.00001313	1.00002626	1.0	0.9999999999999998	1.2	9.44
473	1.00002306	1.00002306	3.00001153	1.00002306	1.0	0.9999999999999998	1.2	9.46
474	1.00002023	1.00002023	3.00001011	1.00002023	1.0	0.9999999979999996	1.2	9.48
475	1.00001773	1.00001773	3.00000887	1.00001773	1.0	1.0000000019999997	1.2	9.5
476	1.00001553	1.00001553	3.00000777	1.00001553	1.0	1.0000000019999997	1.2	9.52
477	1.00001359	1.00001359	3.0000068	1.00001359	1.0	1.0000000019999997	1.2	9.540000000000001
478	1.00001189	1.00001189	3.00000594	1.00001189	1.0	0.9999999979999998	1.2	9.56
479	1.00001039	1.00001039	3.00000519	1.00001039	1.0	0.9999999979999998	1.2	9.58
480	1.00000907	1.00000907	3.00000454	1.00000907	1.0	1.0000000019999997	1.2	9.6
481	1.00000791	1.00000791	3.00000396	1.00000791	1.0	1.0000000019999997	1.2	9.620000000000001
482	1.0000069	1.0000069	3.00000345	1.0000069	1.0	0.9999999999999998	1.2	9.64
483	1.00000601	1.00000601	3.000003	1.00000601	1.0	0.9999999979999998	1.2	9.66
484	1.00000523	1.00000523	3.00000262	1.00000523	1.0	1.0000000019999997	1.2	9.68
485	1.00000455	1.00000455	3.00000227	1.00000455	1.0	0.9999999979999998	1.2	9.700000000000001
486	1.00000395	1.00000395	3.00000198	1.00000395	1.0	1.0000000019999997	1.2	9.72
487	1.00000343	1.00000343	3.00000172	1.00000343	1.0	1.000000002	1.2	9.74
488	1.00000298	1.00000298	3.00000149	1.00000298	1.0	0.9999999999999998	1.2	9.76
489	1.00000258	1.00000258	3.00000129	1.00000258	1.0	0.9999999999999998	1.2	9.78
490	1.00000224	1.00000224	3.00000112	1.00000224	1.0	0.9999999999999998	1.2	9.8
491	1.00000194	1.00000194	3.00000097	1.00000194	1.0	0.9999999999999998	1.2	9.82
492	1.00000167	1.00000167	3.00000084	1.00000167	1.0	1.0000000019999995	1.2	9.84
493	1.00000145	1.00000145	3.00000072	1.00000145	1.0	0.9999999979999998	1.2	9.86
494	1.00000125	1.00000125	3.00000062	1.00000125	1.0	0.9999999979999996	1.2	9.88
495	1.00000108	1.00000108	3.00000054	1.00000108	1.0	0.9999999999999998	1.2	9.9
496	1.00000093	1.00000093	3.00000046	1.00000093	1.0	0.9999999979999998	1.2	9.92
497	1.0000008	1.0000008	3.0000004	1.0000008	1.0	0.9999999999999998	1.2	9.94
498	1.00000069	1.00000069	3.00000035	1.00000069	1.0	1.0000000019999997	1.2	9.96
499	1.00000057	1.00000057	3.00000028	1.00000057	1.0	0.9999999979999998	1.2	9.98
1500	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.0
1501	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.02
1502	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.04
1503	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.06
1504	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.08
1505	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.1
1506	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.12
1507	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.14
1508	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.16
1509	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.18
1510	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.2
1511	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.22
1512	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.24
1513	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.26
1514	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.28
1515	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.3
1516	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.32
1517	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.34
1518	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.36
1519	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.38
1520	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.4
1521	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.42
1522	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.44
1523	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.46
1524	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.48
1525	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.5
1526	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.52
1527	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.54
1528	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.56
1529	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.58
1530	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.6
1531	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.62
1532	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.64
1533	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.66
1534	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.68
1535	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.7000000000000001
1536	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.72
1537	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.74
1538	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.76
1539	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.78
1540	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.8
1541	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.8200000000000001
1542	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.84
1543	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.86
1544	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.88
1545	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.9
1546	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.92
1547	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.9400000000000001
1548	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.96
1549	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	0.98
1550	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.0
1551	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.02
1552	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.04
1553	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.06
1554	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.08
1555	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.1
1556	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.12
1557	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.1400000000000001
1558	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.16
1559	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.18
1560	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.2
1561	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.22
1562	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.24
1563	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.26
1564	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.28
1565	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.3
1566	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.32
1567	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.34
1568	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.36
1569	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.3800000000000001
1570	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.4000000000000001
1571	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.42
1572	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.44
1573	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.46
1574	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.48
1575	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.5
1576	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.52
1577	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.54
1578	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.56
1579	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.58
1580	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.6
1581	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.62
1582	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.6400000000000001
1583	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.6600000000000001
1584	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.68
1585	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.7
1586	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.72
1587	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.74
1588	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.76
1589	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.78
1590	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.8
1591	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.82
1592	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.84
1593	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.86
1594	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.8800000000000001
1595	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.9000000000000001
1596	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.92
1597	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.94
1598	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.96
1599	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	1.98
1600	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.0
1601	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.02
1602	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.04
1603	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.06
1604	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.08
1605	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.1
1606	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.12
1607	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.14
1608	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.16
1609	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.18
1610	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.2
1611	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.22
1612	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.24
1613	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.2600000000000002
1614	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.2800000000000002
1615	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.3000000000000003
1616	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.32
1617	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.34
1618	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.36
1619	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.38
1620	1.0	1.0	3.0	1.0	1.0	0.9999999999999998	1.8	2.4
1621	1.00000001	1.00000001	3.0	1.00000001	1.0	0.9999999979999998	1.8	2.42
1622	1.00000001	1.00000001	3.0	1.00000001	1.0	0.9999999979999998	1.8	2.44
1623	1.00000001	1.00000001	3.0	1.00000001	1.0	0.9999999979999998	1.8	2.46
1624	1.00000001	1.00000001	3.0	1.00000001	1.0	0.9999999979999998	1.8	2.48
1625	1.00000001	1.00000001	3.00000001	1.00000001	1.0	1.0000000019999997	1.8	2.5
1626	1.00000001	1.00000001	3.00000001	1.00000001	1.0	1.0000000019999997	1.8	2.52
1627	1.00000002	1.00000002	3.00000001	1.00000002	1.0	0.9999999999999998	1.8	2.54
1628	1.00000002	1.00000002	3.00000001	1.00000002	1.0	0.9999999999999998	1.8	2.56
1629	1.00000002	1.00000002	3.00000001	1.00000002	1.0	0.9999999999999998	1.8	2.58
1630	1.00000003	1.00000003	3.00000001	1.00000003	1.0	0.9999999979999998	1.8	2.6
1631	1.00000003	1.00000003	3.00000001	1.00000003	1.0	0.9999999979999998	1.8	2.62
1632	1.00000003	1.00000003	3.00000002	1.00000003	1.0	1.0000000019999997	1.8	2.64
1633	1.00000004	1.00000004	3.00000002	1.00000004	1.0	0.9999999999999998	1.8	2.66
1634	1.00000005	1.00000005	3.00000002	1.00000005	1.0	0.9999999979999998	1.8	2.68
1635	1.00000006	1.00000006	3.00000003	1.00000006	1.0	0.9999999999999998	1.8	2.7
1636	1.00000007	1.00000007	3.00000003	1.00000007	1.0	0.9999999979999996	1.8	2.72
1637	1.00000008	1.00000008	3.00000004	1.00000008	1.0	0.9999999999999998	1.8	2.74
1638	1.00000009	1.00000009	3.00000005	1.00000009	1.0	1.000000002	1.8	2.7600000000000002
1639	1.00000011	1.00000011	3.00000005	1.00000011	1.0	0.9999999979999998	1.8	2.7800000000000002
1640	1.00000013	1.00000013	3.00000006	1.00000013	1.0	0.9999999979999998	1.8	2.8000000000000003
1641	1.00000015	1.00000015	3.00000007	1.00000015	1.0	0.9999999979999998	1.8	2.82
1642	1.00000018	1.00000018	3.00000009	1.00000018	1.0	0.9999999999999998	1.8	2.84
1643	1.00000021	1.00000021	3.0000001	1.00000021	1.0	0.9999999979999996	1.8	2.86
1644	1.00000024	1.00000024	3.00000012	1.00000024	1.0	0.9999999999999998	1.8	2.88
1645	1.00000028	1.00000028	3.00000014	1.00000028	1.0	0.9999999999999998	1.8	2.9
1646	1.00000033	1.00000033	3.00000016	1.00000033	1.0	0.9999999979999998	1.8	2.92
1647	1.00000038	1.00000038	3.00000019	1.00000038	1.0	0.9999999999999998	1.8	2.94
1648	1.00000044	1.00000044	3.00000022	1.00000044	1.0	0.9999999999999998	1.8	2.96
1649	1.00000052	1.00000052	3.00000026	1.00000052	1.0	0.9999999999999998	1.8	2.98
1650	1.0000006	1.0000006	3.0000003	1.0000006	1.0	0.9999999999999998	1.8	3.0
1651	1.0000007	1.0000007	3.00000035	1.0000007	1.0	0.9999999999999998	1.8	3.02
1652	1.00000081	1.00000081	3.00000041	1.00000081	1.0	1.000000002	1.8	3.04
1653	1.00000094	1.00000094	3.00000047	1.00000094	1.0	0.9999999999999998	1.8	3.06
1654	1.00000109	1.00000109	3.00000055	1.00000109	1.0	1.000000002	1.8	3.08
1655	1.00000127	1.00000127	3.00000063	1.00000127	1.0	0.9999999979999998	1.8	3.1
1656	1.00000147	1.00000147	3.00000073	1.00000147	1.0	0.9999999979999998	1.8	3.12
1657	1.0000017	1.0000017	3.00000085	1.0000017	1.0	0.9999999999999998	1.8	3.14
1658	1.00000196	1.00000196	3.00000098	1.00000196	1.0	0.9999999999999998	1.8	3.16
1659	1.00000227	1.00000227	3.00000113	1.00000227	1.0	0.9999999979999996	1.8	3.18
1660	1.00000262	1.00000262	3.00000131	1.00000262	1.0	0.9999999999999998	1.8	3.2
1661	1.00000302	1.00000302	3.00000151	1.00000302	1.0	0.9999999999999998	1.8	3.22
1662	1.00000348	1.00000348	3.00000174	1.00000348	1.0	0.9999999999999998	1.8	3.24
1663	1.000004	1.000004	3.000002	1.000004	1.0	0.9999999999999998	1.8	3.2600000000000002
1664	1.00000461	1.00000461	3.0000023	1.00000461	1.0	0.9999999979999996	1.8	3.2800000000000002
1665	1.0000053	1.0000053	3.00000265	1.0000053	1.0	0.9999999999999998	1.8	3.3000000000000003
1666	1.00000608	1.00000608	3.00000304	1.00000608	1.0	0.9999999999999998	1.8	3.3200000000000003
1667	1.00000698	1.00000698	3.00000349	1.00000698	1.0	0.9999999999999998	1.8	3.34
1668	1.00000801	1.00000801	3.000004	1.00000801	1.0	0.9999999979999998	1.8	3.36
1669	1.00000918	1.00000918	3.00000459	1.00000918	1.0	0.9999999999999998	1.8	3.38
1670	1.00001051	1.00001051	3.00000525	1.00001051	1.0	0.9999999979999998	1.8	3.4
1671	1.00001202	1.00001202	3.00000601	1.00001202	1.0	0.9999999999999998	1.8	3.42
1672	1.00001374	1.00001374	3.00000687	1.00001374	1.0	0.9999999999999998	1.8	3.44
1673	1.0000157	1.0000157	3.00000785	1.0000157	1.0	0.9999999999999998	1.8	3.46
1674	1.00001792	1.00001792	3.00000896	1.00001792	1.0	0.9999999999999998	1.8	3.48
1675	1.00002044	1.00002044	3.00001022	1.00002044	1.0	0.9999999999999998	1.8	3.5
1676	1.00002329	1.00002329	3.00001165	1.00002329	1.0	1.0000000019999997	1.8	3.52
1677	1.00002652	1.00002652	3.00001326	1.00002652	1.0	0.9999999999999998	1.8	3.54
1678	1.00003018	1.00003018	3.00001509	1.00003018	1.0	0.9999999999999998	1.8	3.56
1679	1.00003431	1.00003431	3.00001716	1.00003431	1.0	1.0000000019999997	1.8	3.58
1680	1.00003898	1.00003898	3.00001949	1.00003898	1.0	0.9999999999999998	1.8	3.6
1681	1.00004424	1.00004424	3.00002212	1.00004424	1.0	0.9999999999999998	1.8	3.62
1682	1.00005018	1.00005018	3.00002509	1.00005018	1.0	0.9999999999999998	1.8	3.64
1683	1.00005687	1.00005687	3.00002844	1.00005687	1.0	1.0000000019999997	1.8	3.66
1684	1.0000644	1.0000644	3.0000322	1.0000644	1.0	0.9999999999999998	1.8	3.68
1685	1.00007287	1.00007287	3.00003643	1.00007287	1.0	0.999999998	1.8	3.7
1686	1.00008239	1.00008239	3.00004119	1.00008239	1.0	0.9999999979999998	1.8	3.72
1687	1.00009307	1.00009307	3.00004654	1.00009307	1.0	1.0000000019999997	1.8	3.74
1688	1.00010506	1.00010506	3.00005253	1.00010506	1.0	0.9999999999999998	1.8	3.7600000000000002
1689	1.0001185	1.0001185	3.00005925	1.0001185	1.0	0.9999999999999998	1.8	3.7800000000000002
1690	1.00013355	1.00013355	3.00006677	1.00013355	1.0	0.9999999979999998	1.8	3.8000000000000003
1691	1.00015039	1.00015039	3.0000752	1.00015039	1.0	1.0000000019999997	1.8	3.8200000000000003
